[run,subrun,event,newhaspi0]
[7023,1504,75226,1.0]
[7023,1504,75236,1.0]
[7023,1504,75237,1.0]
[7023,1504,75242,1.0]
[7023,1504,75244,1.0]
[7023,1504,75248,1.0]
[7023,1504,75249,1.0]
[5397,118,5929,1.0]
[5397,119,5951,1.0]
[5397,122,6109,1.0]
[5397,123,6165,1.0]
[5397,125,6257,1.0]
[5397,125,6290,1.0]
[7022,8,402,1.0]
[7022,8,425,1.0]
[7022,8,445,1.0]
[7014,1020,51004,1.0]
[7014,1020,51023,1.0]
[7014,1020,51027,1.0]
[7014,1020,51036,1.0]
[7014,1020,51039,1.0]
[7012,428,21447,1.0]
[7012,428,21450,1.0]
[7014,1088,54404,1.0]
[7014,1088,54406,1.0]
[7014,1088,54416,1.0]
[7014,1088,54422,1.0]
[7014,1088,54435,1.0]
[7014,1088,54436,1.0]
[7014,1088,54445,1.0]
[7723,53,2651,1.0]
[7012,110,5505,1.0]
[7012,110,5507,1.0]
[7012,110,5513,1.0]
[7012,110,5529,1.0]
[7012,110,5539,1.0]
[7012,110,5540,1.0]
[7012,110,5547,1.0]
[7012,110,5548,1.0]
[7055,81,4053,1.0]
[7055,81,4064,1.0]
[7055,81,4067,1.0]
[7055,81,4071,1.0]
[7055,81,4073,1.0]
[7055,81,4080,1.0]
[7055,81,4081,1.0]
[7055,81,4089,1.0]
[7055,81,4093,1.0]
[7055,81,4095,1.0]
[7513,244,12231,1.0]
[7012,1058,52905,1.0]
[7012,1058,52906,1.0]
[7012,1058,52909,1.0]
[7012,1058,52914,1.0]
[7012,1058,52916,1.0]
[7012,1058,52936,1.0]
[7012,1058,52939,1.0]
[7012,1058,52941,1.0]
[7012,1058,52947,1.0]
[7012,1058,52948,1.0]
[7017,423,21152,1.0]
[7017,423,21158,1.0]
[7017,423,21159,1.0]
[7017,423,21163,1.0]
[7017,423,21170,1.0]
[7017,423,21171,1.0]
[7017,423,21172,1.0]
[7012,923,46156,1.0]
[7012,923,46167,1.0]
[7012,923,46171,1.0]
[7012,923,46185,1.0]
[7022,114,5706,1.0]
[7022,114,5707,1.0]
[7022,114,5717,1.0]
[7022,114,5730,1.0]
[7022,114,5731,1.0]
[7022,114,5744,1.0]
[5968,4,209,1.0]
[5968,5,296,1.0]
[5968,6,349,1.0]
[5968,8,415,1.0]
[7048,161,8059,1.0]
[7048,161,8062,1.0]
[7048,161,8072,1.0]
[7048,161,8077,1.0]
[7048,161,8083,1.0]
[7048,161,8084,1.0]
[7048,161,8096,1.0]
[7048,161,8097,1.0]
[7020,103,5155,1.0]
[7020,103,5169,1.0]
[7020,103,5177,1.0]
[7020,103,5183,1.0]
[7020,103,5185,1.0]
[7020,103,5190,1.0]
[7020,103,5192,1.0]
[7020,103,5196,1.0]
[7020,103,5197,1.0]
[6605,109,5477,1.0]
[6605,110,5546,1.0]
[6605,117,5875,1.0]
[6605,117,5887,1.0]
[6605,119,5958,1.0]
[6605,120,6037,1.0]
[6446,25,1253,1.0]
[6446,25,1270,1.0]
[6446,25,1279,1.0]
[6446,25,1294,1.0]
[6446,33,1694,1.0]
[6446,36,1817,1.0]
[6446,50,2535,1.0]
[6446,52,2601,1.0]
[6446,52,2608,1.0]
[7023,1053,52657,1.0]
[7023,1053,52659,1.0]
[7023,1053,52663,1.0]
[7023,1053,52668,1.0]
[7023,1053,52677,1.0]
[7023,1053,52681,1.0]
[7023,1053,52683,1.0]
[7023,1053,52695,1.0]
[7023,1053,52696,1.0]
[7023,1053,52698,1.0]
[7023,1053,52699,1.0]
[7022,75,3752,1.0]
[7022,75,3755,1.0]
[7022,75,3759,1.0]
[7022,75,3764,1.0]
[7022,75,3771,1.0]
[7022,75,3772,1.0]
[7022,75,3775,1.0]
[7022,75,3787,1.0]
[7022,75,3798,1.0]
[7011,95,4753,1.0]
[7011,95,4761,1.0]
[7011,95,4787,1.0]
[6091,1,71,1.0]
[6091,7,357,1.0]
[6091,14,718,1.0]
[6091,15,794,1.0]
[7006,563,28164,1.0]
[7006,563,28172,1.0]
[7006,563,28180,1.0]
[7006,563,28181,1.0]
[7006,563,28187,1.0]
[7006,563,28198,1.0]
[7498,44,2223,1.0]
[7001,348,17410,1.0]
[7001,348,17419,1.0]
[7001,348,17430,1.0]
[7017,1085,54257,1.0]
[7017,1085,54259,1.0]
[7017,1085,54262,1.0]
[7017,1085,54271,1.0]
[7017,1085,54287,1.0]
[7017,1085,54294,1.0]
[7017,1085,54299,1.0]
[7020,1152,57603,1.0]
[7020,1152,57614,1.0]
[7020,1152,57631,1.0]
[7020,1152,57634,1.0]
[7020,1152,57646,1.0]
[7023,583,29158,1.0]
[7023,583,29171,1.0]
[7023,583,29179,1.0]
[7023,583,29185,1.0]
[7023,583,29188,1.0]
[7023,583,29189,1.0]
[7023,583,29190,1.0]
[7023,583,29194,1.0]
[7502,130,6516,1.0]
[7014,441,22059,1.0]
[7014,441,22062,1.0]
[7014,441,22069,1.0]
[7014,441,22076,1.0]
[7014,441,22081,1.0]
[7014,441,22083,1.0]
[7014,441,22085,1.0]
[7017,507,25353,1.0]
[7017,507,25361,1.0]
[7017,507,25372,1.0]
[7017,507,25373,1.0]
[7017,507,25378,1.0]
[7017,507,25381,1.0]
[7017,507,25389,1.0]
[7017,507,25400,1.0]
[7017,771,38565,1.0]
[7017,771,38568,1.0]
[7017,771,38594,1.0]
[7017,771,38595,1.0]
[4955,60,3036,1.0]
[4955,61,3067,1.0]
[4955,65,3263,1.0]
[4955,66,3308,1.0]
[4955,68,3423,1.0]
[4955,69,3473,1.0]
[4955,69,3478,1.0]
[7013,106,5302,1.0]
[7013,106,5324,1.0]
[7013,106,5325,1.0]
[7013,106,5326,1.0]
[7013,106,5327,1.0]
[7013,106,5330,1.0]
[7013,106,5334,1.0]
[7013,106,5343,1.0]
[6761,1,69,1.0]
[6761,1,74,1.0]
[6761,1,83,1.0]
[6761,59,2980,1.0]
[6761,59,2988,1.0]
[6761,60,3017,1.0]
[6761,60,3020,1.0]
[6761,62,3149,1.0]
[6440,114,5746,1.0]
[6577,80,4013,1.0]
[6577,80,4019,1.0]
[6577,81,4093,1.0]
[6577,82,4122,1.0]
[6577,82,4143,1.0]
[6577,83,4167,1.0]
[6577,83,4168,1.0]
[6577,84,4213,1.0]
[6577,84,4229,1.0]
[6577,85,4254,1.0]
[6577,106,5302,1.0]
[6577,106,5307,1.0]
[6577,106,5342,1.0]
[6577,108,5407,1.0]
[6577,108,5411,1.0]
[6577,108,5421,1.0]
[7023,415,20756,1.0]
[7023,415,20760,1.0]
[7023,415,20767,1.0]
[7023,415,20772,1.0]
[7023,415,20777,1.0]
[7023,415,20782,1.0]
[7016,173,8653,1.0]
[7016,173,8656,1.0]
[7016,173,8669,1.0]
[7016,173,8671,1.0]
[7016,173,8678,1.0]
[7016,173,8686,1.0]
[7016,173,8694,1.0]
[7016,173,8697,1.0]
[7016,173,8698,1.0]
[7008,416,20815,1.0]
[7008,416,20821,1.0]
[7008,416,20833,1.0]
[7008,416,20838,1.0]
[7008,416,20849,1.0]
[6535,117,5889,1.0]
[6535,118,5905,1.0]
[6535,118,5918,1.0]
[7018,576,28801,1.0]
[7018,576,28802,1.0]
[7018,576,28805,1.0]
[7018,576,28806,1.0]
[7018,576,28811,1.0]
[7018,576,28818,1.0]
[7018,576,28834,1.0]
[7018,576,28850,1.0]
[6779,10,539,1.0]
[6779,11,580,1.0]
[6779,18,926,1.0]
[6779,19,971,1.0]
[7023,387,19353,1.0]
[7023,387,19363,1.0]
[7023,387,19364,1.0]
[7023,387,19371,1.0]
[7023,387,19388,1.0]
[7023,387,19390,1.0]
[7010,1019,50952,1.0]
[7010,1019,50962,1.0]
[7010,1019,50974,1.0]
[7010,1019,50993,1.0]
[7006,245,12257,1.0]
[7006,245,12269,1.0]
[7006,245,12283,1.0]
[7006,245,12284,1.0]
[7006,245,12285,1.0]
[7006,245,12292,1.0]
[7006,245,12294,1.0]
[7006,245,12298,1.0]
[6855,35,1780,1.0]
[6855,36,1807,1.0]
[6855,37,1897,1.0]
[6855,37,1899,1.0]
[6985,1,70,1.0]
[6985,1,91,1.0]
[7520,0,5,1.0]
[7520,5,283,1.0]
[5914,41,2052,1.0]
[5914,45,2270,1.0]
[5914,46,2339,1.0]
[5914,46,2340,1.0]
[5914,47,2392,1.0]
[5914,48,2404,1.0]
[7012,171,8551,1.0]
[7012,171,8565,1.0]
[7012,171,8582,1.0]
[7012,171,8593,1.0]
[7012,171,8595,1.0]
[6768,73,3691,1.0]
[6768,75,3780,1.0]
[6768,76,3831,1.0]
[6768,77,3860,1.0]
[6768,77,3873,1.0]
[6768,78,3902,1.0]
[6768,78,3920,1.0]
[6768,79,3991,1.0]
[6768,81,4051,1.0]
[6768,81,4062,1.0]
[6768,81,4094,1.0]
[7014,649,32457,1.0]
[7014,649,32461,1.0]
[7014,649,32475,1.0]
[7014,649,32483,1.0]
[7014,649,32485,1.0]
[7014,649,32492,1.0]
[7014,649,32493,1.0]
[7014,649,32495,1.0]
[7014,649,32496,1.0]
[6326,77,3882,1.0]
[6326,78,3902,1.0]
[6326,79,3954,1.0]
[6326,79,3974,1.0]
[6326,79,3987,1.0]
[6326,80,4027,1.0]
[6326,80,4042,1.0]
[5169,210,10530,1.0]
[5169,212,10623,1.0]
[5169,216,10833,1.0]
[5169,216,10837,1.0]
[5169,218,10939,1.0]
[7021,23,1151,1.0]
[7021,23,1174,1.0]
[7021,23,1185,1.0]
[7021,23,1191,1.0]
[7021,23,1193,1.0]
[7054,1978,98904,1.0]
[7054,1978,98907,1.0]
[7054,1978,98912,1.0]
[7054,1978,98918,1.0]
[7054,1978,98921,1.0]
[7054,1978,98926,1.0]
[7054,1978,98930,1.0]
[7054,1978,98932,1.0]
[7054,1978,98933,1.0]
[7054,1978,98939,1.0]
[7054,1978,98942,1.0]
[7054,1978,98946,1.0]
[7054,1978,98950,1.0]
[6506,223,11166,1.0]
[7010,113,5652,1.0]
[7010,113,5653,1.0]
[7010,113,5660,1.0]
[7010,113,5661,1.0]
[7010,113,5666,1.0]
[7010,113,5669,1.0]
[7010,113,5670,1.0]
[7010,113,5692,1.0]
[7010,113,5693,1.0]
[7001,439,21951,1.0]
[7001,439,21960,1.0]
[7001,439,21962,1.0]
[7001,439,21967,1.0]
[7001,439,21973,1.0]
[7001,439,21974,1.0]
[7001,439,21981,1.0]
[7001,439,21984,1.0]
[7001,439,21987,1.0]
[7001,439,21991,1.0]
[7001,439,21999,1.0]
[7020,259,12963,1.0]
[7020,259,12964,1.0]
[7020,259,12967,1.0]
[7020,259,12977,1.0]
[7020,259,12990,1.0]
[7020,259,13000,1.0]
[5519,92,4603,1.0]
[5519,94,4707,1.0]
[5519,95,4800,1.0]
[5519,96,4818,1.0]
[5519,96,4838,1.0]
[5519,98,4910,1.0]
[5519,98,4935,1.0]
[6687,0,26,1.0]
[6687,1,64,1.0]
[6687,1,66,1.0]
[6687,2,124,1.0]
[6687,3,161,1.0]
[6687,4,203,1.0]
[6687,5,253,1.0]
[6687,6,309,1.0]
[6687,6,318,1.0]
[6687,7,353,1.0]
[7025,45,2251,1.0]
[7025,45,2257,1.0]
[7025,45,2260,1.0]
[7025,45,2263,1.0]
[7025,45,2268,1.0]
[7025,45,2270,1.0]
[7025,45,2286,1.0]
[7003,401,20052,1.0]
[7003,401,20057,1.0]
[7003,401,20060,1.0]
[7003,401,20067,1.0]
[7003,401,20068,1.0]
[7003,401,20100,1.0]
[6080,101,5083,1.0]
[6080,102,5108,1.0]
[6080,103,5187,1.0]
[6080,106,5311,1.0]
[6080,107,5383,1.0]
[7019,366,18304,1.0]
[7019,366,18311,1.0]
[7019,366,18322,1.0]
[7019,366,18325,1.0]
[7019,366,18330,1.0]
[7019,366,18338,1.0]
[7019,366,18343,1.0]
[7019,366,18347,1.0]
[6324,98,4925,1.0]
[5522,21,1067,1.0]
[5522,24,1226,1.0]
[5522,25,1260,1.0]
[7393,29,1458,1.0]
[4979,125,6261,1.0]
[4979,126,6320,1.0]
[4979,127,6392,1.0]
[7017,1399,69955,1.0]
[7017,1399,69959,1.0]
[7017,1399,69964,1.0]
[7017,1399,69976,1.0]
[7017,1399,69986,1.0]
[7017,1399,69990,1.0]
[7017,1399,69994,1.0]
[7017,1399,69996,1.0]
[6888,224,11215,1.0]
[6888,225,11257,1.0]
[6888,225,11285,1.0]
[6888,228,11405,1.0]
[6888,228,11428,1.0]
[5906,165,8251,1.0]
[5906,168,8407,1.0]
[7518,30,1503,1.0]
[7518,34,1734,1.0]
[7518,34,1748,1.0]
[6647,197,9861,1.0]
[6647,197,9878,1.0]
[6647,197,9884,1.0]
[6647,198,9909,1.0]
[6647,198,9919,1.0]
[6647,198,9924,1.0]
[6647,198,9931,1.0]
[6647,211,10555,1.0]
[6647,212,10604,1.0]
[6647,212,10635,1.0]
[6647,216,10809,1.0]
[6647,216,10811,1.0]
[7049,1573,78651,1.0]
[7049,1573,78656,1.0]
[7049,1573,78658,1.0]
[7049,1573,78659,1.0]
[7049,1573,78665,1.0]
[7049,1573,78668,1.0]
[7049,1573,78675,1.0]
[7049,1573,78687,1.0]
[7049,1573,78698,1.0]
[7023,1873,93655,1.0]
[7023,1873,93656,1.0]
[7023,1873,93658,1.0]
[7023,1873,93659,1.0]
[7023,1873,93662,1.0]
[7023,1873,93676,1.0]
[7023,1873,93696,1.0]
[7023,1873,93697,1.0]
[7054,1999,99971,1.0]
[7054,1999,99978,1.0]
[7054,1999,99983,1.0]
[7054,1999,99988,1.0]
[7054,1999,99996,1.0]
[7054,1999,99997,1.0]
[6288,70,3514,1.0]
[6288,70,3520,1.0]
[6288,128,6429,1.0]
[6288,130,6506,1.0]
[6288,130,6546,1.0]
[6288,136,6841,1.0]
[7010,601,30052,1.0]
[7010,601,30060,1.0]
[7010,601,30061,1.0]
[7010,601,30066,1.0]
[7010,601,30079,1.0]
[7010,601,30080,1.0]
[7010,601,30082,1.0]
[7010,601,30088,1.0]
[7010,601,30093,1.0]
[7010,601,30096,1.0]
[7010,601,30097,1.0]
[7014,1738,86903,1.0]
[7014,1738,86917,1.0]
[7516,138,6940,1.0]
[7516,143,7194,1.0]
[7021,204,10215,1.0]
[7021,204,10220,1.0]
[7021,204,10231,1.0]
[7021,204,10240,1.0]
[6918,38,1907,1.0]
[6918,38,1917,1.0]
[6918,39,1955,1.0]
[6918,39,1958,1.0]
[6918,39,1998,1.0]
[6918,40,2028,1.0]
[6918,51,2588,1.0]
[6918,52,2622,1.0]
[6918,53,2660,1.0]
[6918,54,2707,1.0]
[6918,54,2743,1.0]
[6918,56,2810,1.0]
[6918,56,2818,1.0]
[6918,56,2849,1.0]
[6918,57,2858,1.0]
[6918,57,2881,1.0]
[6918,57,2882,1.0]
[6918,57,2888,1.0]
[7051,32,1601,1.0]
[7051,32,1604,1.0]
[7051,32,1606,1.0]
[7051,32,1608,1.0]
[7051,32,1627,1.0]
[7051,32,1633,1.0]
[7054,1571,78552,1.0]
[7054,1571,78565,1.0]
[7054,1571,78577,1.0]
[7054,1571,78584,1.0]
[7054,1571,78598,1.0]
[6640,81,4070,1.0]
[6640,81,4090,1.0]
[6640,83,4195,1.0]
[6640,84,4245,1.0]
[6870,13,680,1.0]
[6194,17,853,1.0]
[6194,22,1103,1.0]
[6194,22,1143,1.0]
[6194,23,1162,1.0]
[6194,25,1252,1.0]
[6194,25,1288,1.0]
[6194,26,1308,1.0]
[6194,27,1355,1.0]
[6140,51,2554,1.0]
[6140,53,2675,1.0]
[6140,54,2725,1.0]
[7529,2,142,1.0]
[7522,73,3683,1.0]
[7522,78,3911,1.0]
[7522,79,3963,1.0]
[7001,468,23403,1.0]
[7001,468,23410,1.0]
[7001,468,23415,1.0]
[7001,468,23416,1.0]
[7001,468,23419,1.0]
[7001,468,23420,1.0]
[7001,468,23423,1.0]
[7001,468,23439,1.0]
[7001,468,23441,1.0]
[7001,468,23443,1.0]
[7001,468,23446,1.0]
[7018,601,30062,1.0]
[7018,601,30075,1.0]
[7018,601,30077,1.0]
[7018,601,30081,1.0]
[7018,601,30090,1.0]
[7018,601,30091,1.0]
[6974,89,4457,1.0]
[6974,89,4470,1.0]
[6974,89,4493,1.0]
[6974,92,4624,1.0]
[6974,93,4661,1.0]
[6974,95,4755,1.0]
[6974,95,4799,1.0]
[6974,97,4893,1.0]
[7018,492,24606,1.0]
[7018,492,24610,1.0]
[7018,492,24621,1.0]
[7018,492,24622,1.0]
[7018,492,24640,1.0]
[7018,492,24647,1.0]
[7020,883,44162,1.0]
[7020,883,44171,1.0]
[7020,883,44180,1.0]
[7020,883,44184,1.0]
[7020,883,44190,1.0]
[6125,20,1029,1.0]
[6125,22,1137,1.0]
[6125,66,3302,1.0]
[6125,66,3321,1.0]
[7020,1036,51808,1.0]
[7020,1036,51816,1.0]
[7020,1036,51817,1.0]
[7020,1036,51830,1.0]
[7020,1036,51841,1.0]
[7020,1036,51850,1.0]
[7019,549,27462,1.0]
[7019,549,27465,1.0]
[7019,549,27478,1.0]
[7019,549,27493,1.0]
[7019,549,27498,1.0]
[7054,1302,65113,1.0]
[7054,1302,65143,1.0]
[7054,1302,65147,1.0]
[7054,1302,65149,1.0]
[7018,727,36357,1.0]
[7018,727,36359,1.0]
[7018,727,36367,1.0]
[7018,727,36384,1.0]
[7014,856,42811,1.0]
[7014,856,42812,1.0]
[7014,856,42815,1.0]
[7014,856,42820,1.0]
[7014,856,42838,1.0]
[7014,856,42841,1.0]
[7014,856,42844,1.0]
[7023,1760,88015,1.0]
[7023,1760,88037,1.0]
[7023,1760,88044,1.0]
[7049,567,28368,1.0]
[7049,567,28370,1.0]
[7049,567,28371,1.0]
[7049,567,28376,1.0]
[7026,603,30179,1.0]
[7026,603,30195,1.0]
[7006,372,18608,1.0]
[7006,372,18613,1.0]
[7006,372,18634,1.0]
[7006,372,18642,1.0]
[7006,372,18647,1.0]
[7006,372,18648,1.0]
[7026,762,38101,1.0]
[7026,762,38102,1.0]
[7026,762,38130,1.0]
[7026,762,38131,1.0]
[7006,199,9952,1.0]
[7006,199,9953,1.0]
[7006,199,9964,1.0]
[7006,199,9968,1.0]
[7006,199,9975,1.0]
[7006,199,9979,1.0]
[7006,199,9983,1.0]
[7006,199,9988,1.0]
[7006,199,9996,1.0]
[6300,1,74,1.0]
[6300,7,380,1.0]
[6300,7,399,1.0]
[6300,8,415,1.0]
[6300,9,460,1.0]
[6300,9,499,1.0]
[6300,89,4452,1.0]
[6300,89,4497,1.0]
[6300,148,7444,1.0]
[6300,149,7500,1.0]
[7013,218,10901,1.0]
[7013,218,10903,1.0]
[7013,218,10907,1.0]
[7013,218,10909,1.0]
[7013,218,10918,1.0]
[7013,218,10930,1.0]
[7013,218,10950,1.0]
[7535,26,1348,1.0]
[6482,99,4952,1.0]
[6482,99,4996,1.0]
[6482,101,5096,1.0]
[6482,102,5116,1.0]
[6482,102,5130,1.0]
[6482,106,5307,1.0]
[6482,106,5329,1.0]
[6769,21,1065,1.0]
[6769,21,1073,1.0]
[6769,24,1206,1.0]
[6769,24,1234,1.0]
[6769,25,1269,1.0]
[5912,0,17,1.0]
[5912,0,39,1.0]
[5912,1,61,1.0]
[5912,3,185,1.0]
[7001,730,36502,1.0]
[7001,730,36510,1.0]
[7001,730,36520,1.0]
[7001,730,36521,1.0]
[7001,730,36530,1.0]
[7001,730,36531,1.0]
[7001,730,36541,1.0]
[7001,730,36545,1.0]
[7001,730,36548,1.0]
[7054,1923,96158,1.0]
[7054,1923,96193,1.0]
[7054,1923,96199,1.0]
[7054,1923,96200,1.0]
[7048,150,7502,1.0]
[7048,150,7503,1.0]
[7048,150,7509,1.0]
[7048,150,7519,1.0]
[7048,150,7521,1.0]
[7048,150,7529,1.0]
[7048,150,7531,1.0]
[7048,150,7550,1.0]
[7004,1139,56957,1.0]
[7004,1139,56959,1.0]
[7004,1139,56975,1.0]
[7004,1139,56978,1.0]
[7004,1139,56983,1.0]
[7004,1139,56986,1.0]
[7004,1139,56993,1.0]
[7751,22,1123,1.0]
[7751,45,2256,1.0]
[6919,210,10521,1.0]
[6919,211,10590,1.0]
[6350,129,6481,1.0]
[6350,129,6500,1.0]
[6350,131,6589,1.0]
[6350,136,6810,1.0]
[6350,136,6822,1.0]
[6350,137,6869,1.0]
[6438,23,1197,1.0]
[6438,24,1225,1.0]
[6438,24,1250,1.0]
[7003,1041,52051,1.0]
[7003,1041,52056,1.0]
[7003,1041,52063,1.0]
[7003,1041,52075,1.0]
[7003,1041,52080,1.0]
[7003,1041,52093,1.0]
[7003,1041,52094,1.0]
[6192,113,5679,1.0]
[6192,114,5747,1.0]
[6192,117,5853,1.0]
[6192,118,5920,1.0]
[6192,118,5936,1.0]
[7054,584,29201,1.0]
[7054,584,29211,1.0]
[7054,584,29215,1.0]
[7054,584,29229,1.0]
[7054,584,29244,1.0]
[4969,127,6370,1.0]
[4969,128,6404,1.0]
[4969,130,6548,1.0]
[4969,131,6560,1.0]
[7013,159,7952,1.0]
[7013,159,7961,1.0]
[7013,159,7962,1.0]
[7013,159,7963,1.0]
[7013,159,7965,1.0]
[7013,159,7977,1.0]
[7013,159,7978,1.0]
[7013,159,7987,1.0]
[7013,159,7992,1.0]
[7013,159,7994,1.0]
[7013,159,7999,1.0]
[5906,189,9484,1.0]
[5906,190,9525,1.0]
[7006,522,26106,1.0]
[7006,522,26111,1.0]
[7006,522,26114,1.0]
[7006,522,26117,1.0]
[7006,522,26128,1.0]
[7006,522,26132,1.0]
[7006,522,26139,1.0]
[7006,522,26147,1.0]
[7006,522,26150,1.0]
[7017,1646,82346,1.0]
[7008,1204,60201,1.0]
[7008,1204,60207,1.0]
[7008,1204,60211,1.0]
[7008,1204,60218,1.0]
[7008,1204,60225,1.0]
[7008,1204,60230,1.0]
[7008,1204,60237,1.0]
[7008,1204,60240,1.0]
[6827,141,7057,1.0]
[6827,142,7130,1.0]
[6827,142,7131,1.0]
[6827,143,7196,1.0]
[6827,144,7218,1.0]
[6827,144,7242,1.0]
[6827,144,7243,1.0]
[6827,144,7247,1.0]
[6827,145,7286,1.0]
[6827,146,7323,1.0]
[6827,148,7403,1.0]
[6827,148,7417,1.0]
[6827,148,7436,1.0]
[6827,148,7440,1.0]
[6827,148,7443,1.0]
[6827,150,7532,1.0]
[7008,1379,68956,1.0]
[7008,1379,68957,1.0]
[7008,1379,68960,1.0]
[7008,1379,68974,1.0]
[7008,1379,68994,1.0]
[7012,1188,59408,1.0]
[7012,1188,59415,1.0]
[7012,1188,59419,1.0]
[7012,1188,59421,1.0]
[7012,1188,59428,1.0]
[7012,1188,59429,1.0]
[7012,1188,59433,1.0]
[7012,1188,59435,1.0]
[7012,1188,59450,1.0]
[7004,83,4159,1.0]
[7004,83,4162,1.0]
[7004,83,4166,1.0]
[7004,83,4169,1.0]
[7004,83,4170,1.0]
[7004,83,4189,1.0]
[7004,83,4193,1.0]
[7008,501,25081,1.0]
[7008,501,25086,1.0]
[7008,501,25093,1.0]
[6007,131,6596,1.0]
[6007,132,6636,1.0]
[6007,132,6648,1.0]
[6007,136,6842,1.0]
[6007,160,8029,1.0]
[6007,160,8044,1.0]
[6634,61,3060,1.0]
[6634,61,3061,1.0]
[7334,120,6006,1.0]
[7334,120,6011,1.0]
[7334,131,6553,1.0]
[7026,402,20103,1.0]
[7026,402,20123,1.0]
[7026,402,20125,1.0]
[7026,402,20129,1.0]
[7026,402,20131,1.0]
[7026,402,20136,1.0]
[7026,402,20140,1.0]
[7026,402,20142,1.0]
[7026,402,20149,1.0]
[7026,402,20150,1.0]
[7007,34,1702,1.0]
[7007,34,1720,1.0]
[7007,34,1733,1.0]
[7007,34,1739,1.0]
[7007,34,1741,1.0]
[7007,34,1746,1.0]
[7007,34,1748,1.0]
[7021,379,18959,1.0]
[7021,379,18969,1.0]
[7021,379,18975,1.0]
[7021,379,18983,1.0]
[7021,379,18985,1.0]
[7021,379,18987,1.0]
[5151,2,108,1.0]
[5151,80,4021,1.0]
[5151,80,4048,1.0]
[5151,100,5018,1.0]
[5151,162,8114,1.0]
[6666,18,939,1.0]
[6666,18,946,1.0]
[7010,973,48661,1.0]
[7010,973,48671,1.0]
[7010,973,48675,1.0]
[7010,973,48678,1.0]
[7010,973,48688,1.0]
[5582,11,557,1.0]
[5582,12,615,1.0]
[5582,12,639,1.0]
[5582,13,675,1.0]
[5582,13,699,1.0]
[5582,16,838,1.0]
[5582,17,891,1.0]
[5582,17,894,1.0]
[5268,9,476,1.0]
[5268,9,486,1.0]
[7054,1692,84610,1.0]
[7054,1692,84617,1.0]
[7054,1692,84627,1.0]
[7054,1692,84630,1.0]
[7054,1692,84631,1.0]
[7054,1692,84633,1.0]
[7054,1692,84640,1.0]
[7054,1692,84644,1.0]
[7054,1692,84646,1.0]
[7008,68,3404,1.0]
[7008,68,3413,1.0]
[7008,68,3433,1.0]
[7008,68,3441,1.0]
[7008,68,3445,1.0]
[7008,68,3447,1.0]
[7008,68,3448,1.0]
[7008,68,3449,1.0]
[6358,8,401,1.0]
[6358,8,405,1.0]
[6358,8,418,1.0]
[6358,19,973,1.0]
[6358,23,1179,1.0]
[6358,23,1180,1.0]
[6358,27,1369,1.0]
[7004,860,43010,1.0]
[7004,860,43029,1.0]
[7004,860,43030,1.0]
[7004,860,43033,1.0]
[7004,860,43036,1.0]
[7004,860,43041,1.0]
[7020,1309,65454,1.0]
[7020,1309,65464,1.0]
[7020,1309,65476,1.0]
[7020,1309,65493,1.0]
[7020,1309,65497,1.0]
[7055,804,40202,1.0]
[7055,804,40224,1.0]
[7055,804,40227,1.0]
[7026,426,21316,1.0]
[7026,426,21317,1.0]
[7026,426,21324,1.0]
[7026,426,21329,1.0]
[7026,426,21338,1.0]
[7026,426,21342,1.0]
[7026,426,21346,1.0]
[7055,153,7651,1.0]
[7055,153,7656,1.0]
[7055,153,7657,1.0]
[7055,153,7658,1.0]
[7055,153,7661,1.0]
[7055,153,7668,1.0]
[7055,153,7679,1.0]
[7055,153,7689,1.0]
[7055,153,7694,1.0]
[7055,153,7699,1.0]
[7055,153,7700,1.0]
[6773,16,813,1.0]
[6773,17,859,1.0]
[6773,17,860,1.0]
[6773,19,982,1.0]
[6773,21,1064,1.0]
[6773,21,1074,1.0]
[6773,22,1108,1.0]
[6773,22,1113,1.0]
[6773,23,1183,1.0]
[6773,24,1224,1.0]
[6773,24,1231,1.0]
[6773,25,1285,1.0]
[5068,45,2271,1.0]
[5068,45,2283,1.0]
[7611,1,67,1.0]
[7611,3,163,1.0]
[7611,6,331,1.0]
[7012,785,39252,1.0]
[7012,785,39253,1.0]
[7012,785,39255,1.0]
[7012,785,39266,1.0]
[7012,785,39269,1.0]
[7012,785,39272,1.0]
[7012,785,39274,1.0]
[7012,785,39275,1.0]
[7012,785,39289,1.0]
[7012,785,39296,1.0]
[7026,613,30651,1.0]
[7026,613,30655,1.0]
[7026,613,30661,1.0]
[7026,613,30663,1.0]
[7026,613,30667,1.0]
[7026,613,30675,1.0]
[7026,613,30681,1.0]
[7026,613,30685,1.0]
[7026,613,30698,1.0]
[7026,613,30700,1.0]
[7008,401,20051,1.0]
[7008,401,20055,1.0]
[7008,401,20057,1.0]
[7008,401,20066,1.0]
[7008,401,20073,1.0]
[7008,401,20083,1.0]
[7054,1295,64751,1.0]
[7054,1295,64758,1.0]
[7054,1295,64770,1.0]
[7054,1295,64776,1.0]
[7054,1295,64797,1.0]
[6359,55,2754,1.0]
[6359,55,2769,1.0]
[6359,55,2770,1.0]
[6359,75,3758,1.0]
[6359,77,3856,1.0]
[6359,77,3861,1.0]
[6359,78,3941,1.0]
[6359,79,3967,1.0]
[6359,79,3976,1.0]
[6359,80,4027,1.0]
[6359,80,4036,1.0]
[7565,190,9536,1.0]
